Municipios;Sexo;Periodo;Total
39008 Astillero, El;Total;2002;14202
39008 Astillero, El;Total;2001;13798
39008 Astillero, El;Total;2000;13348
39008 Astillero, El;Total;1999;13263
39008 Astillero, El;Total;1998;12920
39008 Astillero, El;Total;1997;""
39008 Astillero, El;Total;1996;13010
39008 Astillero, El;Hombres;2023;8878
39008 Astillero, El;Hombres;2022;8861
39008 Astillero, El;Hombres;2021;8824
39008 Astillero, El;Hombres;2020;8862
39008 Astillero, El;Hombres;2019;8853
39008 Astillero, El;Hombres;2018;8840
39008 Astillero, El;Hombres;2017;8823
39008 Astillero, El;Hombres;2016;8827
39008 Astillero, El;Hombres;2015;8954
39008 Astillero, El;Hombres;2014;8954
39008 Astillero, El;Hombres;2013;8809
39008 Astillero, El;Hombres;2012;8813
39008 Astillero, El;Hombres;2011;8668
39008 Astillero, El;Hombres;2010;8624
39008 Astillero, El;Hombres;2009;8517
39008 Astillero, El;Hombres;2008;8311
39008 Astillero, El;Hombres;2007;7971
39008 Astillero, El;Hombres;2006;7795
39008 Astillero, El;Hombres;2005;7595
39008 Astillero, El;Hombres;2004;7528
39008 Astillero, El;Hombres;2003;7096
39008 Astillero, El;Hombres;2002;6892
39008 Astillero, El;Hombres;2001;6664
39008 Astillero, El;Hombres;2000;6437
39008 Astillero, El;Hombres;1999;6389
39008 Astillero, El;Hombres;1998;6238
39008 Astillero, El;Hombres;1997;""
39008 Astillero, El;Hombres;1996;6408
39008 Astillero, El;Mujeres;2023;9342
39008 Astillero, El;Mujeres;2022;9292
39008 Astillero, El;Mujeres;2021;9292
39008 Astillero, El;Mujeres;2020;9272
39008 Astillero, El;Mujeres;2019;9258
39008 Astillero, El;Mujeres;2018;9268
39008 Astillero, El;Mujeres;2017;9297
39008 Astillero, El;Mujeres;2016;9307
39008 Astillero, El;Mujeres;2015;9343
39008 Astillero, El;Mujeres;2014;9328
39008 Astillero, El;Mujeres;2013;9196
39008 Astillero, El;Mujeres;2012;9125
39008 Astillero, El;Mujeres;2011;9007
39008 Astillero, El;Mujeres;2010;8921
39008 Astillero, El;Mujeres;2009;8843
39008 Astillero, El;Mujeres;2008;8754
39008 Astillero, El;Mujeres;2007;8422
39008 Astillero, El;Mujeres;2006;8237
39008 Astillero, El;Mujeres;2005;8040
39008 Astillero, El;Mujeres;2004;7896
39008 Astillero, El;Mujeres;2003;7545
39008 Astillero, El;Mujeres;2002;7310
39008 Astillero, El;Mujeres;2001;7134
39008 Astillero, El;Mujeres;2000;6911
39008 Astillero, El;Mujeres;1999;6874
39008 Astillero, El;Mujeres;1998;6682
39008 Astillero, El;Mujeres;1997;""
39008 Astillero, El;Mujeres;1996;6602
39009 Bárcena de Cicero;Total;2023;4653
39009 Bárcena de Cicero;Total;2022;4503
39009 Bárcena de Cicero;Total;2021;4399
39009 Bárcena de Cicero;Total;2020;4319
39009 Bárcena de Cicero;Total;2019;4246
39009 Bárcena de Cicero;Total;2018;4186
39009 Bárcena de Cicero;Total;2017;4132
39009 Bárcena de Cicero;Total;2016;4124
39009 Bárcena de Cicero;Total;2015;4127
39009 Bárcena de Cicero;Total;2014;4080
39009 Bárcena de Cicero;Total;2013;4078
39009 Bárcena de Cicero;Total;2012;4118
39009 Bárcena de Cicero;Total;2011;4074
39009 Bárcena de Cicero;Total;2010;3988
39009 Bárcena de Cicero;Total;2009;3784
39009 Bárcena de Cicero;Total;2008;3613
39009 Bárcena de Cicero;Total;2007;3407
39009 Bárcena de Cicero;Total;2006;3139
39009 Bárcena de Cicero;Total;2005;2935
39009 Bárcena de Cicero;Total;2004;2793
39009 Bárcena de Cicero;Total;2003;2546
39009 Bárcena de Cicero;Total;2002;2490
39009 Bárcena de Cicero;Total;2001;2411
39009 Bárcena de Cicero;Total;2000;2334
39009 Bárcena de Cicero;Total;1999;2252
39009 Bárcena de Cicero;Total;1998;2237
39009 Bárcena de Cicero;Total;1997;""
39009 Bárcena de Cicero;Total;1996;2213
39009 Bárcena de Cicero;Hombres;2023;2382
39009 Bárcena de Cicero;Hombres;2022;2316
39009 Bárcena de Cicero;Hombres;2021;2252
39009 Bárcena de Cicero;Hombres;2020;2212
39009 Bárcena de Cicero;Hombres;2019;2187
39009 Bárcena de Cicero;Hombres;2018;2178
39009 Bárcena de Cicero;Hombres;2017;2150
39009 Bárcena de Cicero;Hombres;2016;2136
39009 Bárcena de Cicero;Hombres;2015;2151
39009 Bárcena de Cicero;Hombres;2014;2127
39009 Bárcena de Cicero;Hombres;2013;2130
39009 Bárcena de Cicero;Hombres;2012;2145
39009 Bárcena de Cicero;Hombres;2011;2124
39009 Bárcena de Cicero;Hombres;2010;2074
39009 Bárcena de Cicero;Hombres;2009;1970
39009 Bárcena de Cicero;Hombres;2008;1874
39009 Bárcena de Cicero;Hombres;2007;1763
39009 Bárcena de Cicero;Hombres;2006;1618
39009 Bárcena de Cicero;Hombres;2005;1501
39009 Bárcena de Cicero;Hombres;2004;1430
39009 Bárcena de Cicero;Hombres;2003;1275
39009 Bárcena de Cicero;Hombres;2002;1256
39009 Bárcena de Cicero;Hombres;2001;1222
39009 Bárcena de Cicero;Hombres;2000;1178
39009 Bárcena de Cicero;Hombres;1999;1129
39009 Bárcena de Cicero;Hombres;1998;1136
39009 Bárcena de Cicero;Hombres;1997;""
39009 Bárcena de Cicero;Hombres;1996;1140
39009 Bárcena de Cicero;Mujeres;2023;2271
39009 Bárcena de Cicero;Mujeres;2022;2187
39009 Bárcena de Cicero;Mujeres;2021;2147
39009 Bárcena de Cicero;Mujeres;2020;2107
39009 Bárcena de Cicero;Mujeres;2019;2059
39009 Bárcena de Cicero;Mujeres;2018;2008
39009 Bárcena de Cicero;Mujeres;2017;1982
39009 Bárcena de Cicero;Mujeres;2016;1988
39009 Bárcena de Cicero;Mujeres;2015;1976
39009 Bárcena de Cicero;Mujeres;2014;1953
39009 Bárcena de Cicero;Mujeres;2013;1948
39009 Bárcena de Cicero;Mujeres;2012;1973
39009 Bárcena de Cicero;Mujeres;2011;1950
39009 Bárcena de Cicero;Mujeres;2010;1914
39009 Bárcena de Cicero;Mujeres;2009;1814
39009 Bárcena de Cicero;Mujeres;2008;1739
39009 Bárcena de Cicero;Mujeres;2007;1644
39009 Bárcena de Cicero;Mujeres;2006;1521
39009 Bárcena de Cicero;Mujeres;2005;1434
39009 Bárcena de Cicero;Mujeres;2004;1363
39009 Bárcena de Cicero;Mujeres;2003;1271
39009 Bárcena de Cicero;Mujeres;2002;1234
39009 Bárcena de Cicero;Mujeres;2001;1189
39009 Bárcena de Cicero;Mujeres;2000;1156
39009 Bárcena de Cicero;Mujeres;1999;1123
39009 Bárcena de Cicero;Mujeres;1998;1101
39009 Bárcena de Cicero;Mujeres;1997;""
39009 Bárcena de Cicero;Mujeres;1996;1073
39010 Bárcena de Pie de Concha;Total;2023;674
39010 Bárcena de Pie de Concha;Total;2022;663
39010 Bárcena de Pie de Concha;Total;2021;671
39010 Bárcena de Pie de Concha;Total;2020;672
39010 Bárcena de Pie de Concha;Total;2019;678
39010 Bárcena de Pie de Concha;Total;2018;680
39010 Bárcena de Pie de Concha;Total;2017;687
39010 Bárcena de Pie de Concha;Total;2016;710
39010 Bárcena de Pie de Concha;Total;2015;728
39010 Bárcena de Pie de Concha;Total;2014;735
39010 Bárcena de Pie de Concha;Total;2013;739
39010 Bárcena de Pie de Concha;Total;2012;758
39010 Bárcena de Pie de Concha;Total;2011;770
39010 Bárcena de Pie de Concha;Total;2010;788
39010 Bárcena de Pie de Concha;Total;2009;805
39010 Bárcena de Pie de Concha;Total;2008;787
39010 Bárcena de Pie de Concha;Total;2007;794
39010 Bárcena de Pie de Concha;Total;2006;800
39010 Bárcena de Pie de Concha;Total;2005;805
39010 Bárcena de Pie de Concha;Total;2004;811
39010 Bárcena de Pie de Concha;Total;2003;825
39010 Bárcena de Pie de Concha;Total;2002;885
39010 Bárcena de Pie de Concha;Total;2001;902
39010 Bárcena de Pie de Concha;Total;2000;922
39010 Bárcena de Pie de Concha;Total;1999;941
39010 Bárcena de Pie de Concha;Total;1998;932
39010 Bárcena de Pie de Concha;Total;1997;""
39010 Bárcena de Pie de Concha;Total;1996;955
39010 Bárcena de Pie de Concha;Hombres;2023;343
39010 Bárcena de Pie de Concha;Hombres;2022;335
39010 Bárcena de Pie de Concha;Hombres;2021;337
39010 Bárcena de Pie de Concha;Hombres;2020;339
39010 Bárcena de Pie de Concha;Hombres;2019;341
39010 Bárcena de Pie de Concha;Hombres;2018;343
39010 Bárcena de Pie de Concha;Hombres;2017;344
39010 Bárcena de Pie de Concha;Hombres;2016;354
39010 Bárcena de Pie de Concha;Hombres;2015;359
39010 Bárcena de Pie de Concha;Hombres;2014;362
39010 Bárcena de Pie de Concha;Hombres;2013;365
39010 Bárcena de Pie de Concha;Hombres;2012;371
39010 Bárcena de Pie de Concha;Hombres;2011;382
39010 Bárcena de Pie de Concha;Hombres;2010;391
39010 Bárcena de Pie de Concha;Hombres;2009;396
39010 Bárcena de Pie de Concha;Hombres;2008;385
39010 Bárcena de Pie de Concha;Hombres;2007;382
39010 Bárcena de Pie de Concha;Hombres;2006;384
39010 Bárcena de Pie de Concha;Hombres;2005;389
39010 Bárcena de Pie de Concha;Hombres;2004;396
39010 Bárcena de Pie de Concha;Hombres;2003;408
39010 Bárcena de Pie de Concha;Hombres;2002;434
39010 Bárcena de Pie de Concha;Hombres;2001;443
39010 Bárcena de Pie de Concha;Hombres;2000;452
39010 Bárcena de Pie de Concha;Hombres;1999;457
39010 Bárcena de Pie de Concha;Hombres;1998;450
39010 Bárcena de Pie de Concha;Hombres;1997;""
39010 Bárcena de Pie de Concha;Hombres;1996;454
39010 Bárcena de Pie de Concha;Mujeres;2023;331
39010 Bárcena de Pie de Concha;Mujeres;2022;328
39010 Bárcena de Pie de Concha;Mujeres;2021;334
39010 Bárcena de Pie de Concha;Mujeres;2020;333
39010 Bárcena de Pie de Concha;Mujeres;2019;337
39010 Bárcena de Pie de Concha;Mujeres;2018;337
39010 Bárcena de Pie de Concha;Mujeres;2017;343
39010 Bárcena de Pie de Concha;Mujeres;2016;356
39010 Bárcena de Pie de Concha;Mujeres;2015;369
39010 Bárcena de Pie de Concha;Mujeres;2014;373
39010 Bárcena de Pie de Concha;Mujeres;2013;374
39010 Bárcena de Pie de Concha;Mujeres;2012;387
39010 Bárcena de Pie de Concha;Mujeres;2011;388
39010 Bárcena de Pie de Concha;Mujeres;2010;397
39010 Bárcena de Pie de Concha;Mujeres;2009;409
39010 Bárcena de Pie de Concha;Mujeres;2008;402
39010 Bárcena de Pie de Concha;Mujeres;2007;412
39010 Bárcena de Pie de Concha;Mujeres;2006;416
39010 Bárcena de Pie de Concha;Mujeres;2005;416
39010 Bárcena de Pie de Concha;Mujeres;2004;415
39010 Bárcena de Pie de Concha;Mujeres;2003;417
39010 Bárcena de Pie de Concha;Mujeres;2002;451
39010 Bárcena de Pie de Concha;Mujeres;2001;459
39010 Bárcena de Pie de Concha;Mujeres;2000;470
39010 Bárcena de Pie de Concha;Mujeres;1999;484
39010 Bárcena de Pie de Concha;Mujeres;1998;482
39010 Bárcena de Pie de Concha;Mujeres;1997;""
39010 Bárcena de Pie de Concha;Mujeres;1996;501
39011 Bareyo;Total;2023;2144
39011 Bareyo;Total;2022;2149
39011 Bareyo;Total;2021;2129
39011 Bareyo;Total;2020;1994
39011 Bareyo;Total;2019;1950
39011 Bareyo;Total;2018;1972
39011 Bareyo;Total;2017;1987
39011 Bareyo;Total;2016;1999
39011 Bareyo;Total;2015;2011
39011 Bareyo;Total;2014;2016
39011 Bareyo;Total;2013;2021
39011 Bareyo;Total;2012;2060
39011 Bareyo;Total;2011;2075
39011 Bareyo;Total;2010;2053
39011 Bareyo;Total;2009;2060
39011 Bareyo;Total;2008;2003
39011 Bareyo;Total;2007;1928
39011 Bareyo;Total;2006;1895
39011 Bareyo;Total;2005;1883
39011 Bareyo;Total;2004;1810
39011 Bareyo;Total;2003;1702
39011 Bareyo;Total;2002;1690
39011 Bareyo;Total;2001;1730
39011 Bareyo;Total;2000;1708
39011 Bareyo;Total;1999;1714
39011 Bareyo;Total;1998;1654
39011 Bareyo;Total;1997;""
39011 Bareyo;Total;1996;1704
39011 Bareyo;Hombres;2023;1067
39011 Bareyo;Hombres;2022;1081
39011 Bareyo;Hombres;2021;1075
39011 Bareyo;Hombres;2020;993
39011 Bareyo;Hombres;2019;985
39011 Bareyo;Hombres;2018;1005
39011 Bareyo;Hombres;2017;1014
39011 Bareyo;Hombres;2016;1016
39011 Bareyo;Hombres;2015;1012
39011 Bareyo;Hombres;2014;1010
39011 Bareyo;Hombres;2013;1020
39011 Bareyo;Hombres;2012;1038
39011 Bareyo;Hombres;2011;1046
39011 Bareyo;Hombres;2010;1036
39011 Bareyo;Hombres;2009;1058
39011 Bareyo;Hombres;2008;1019
39011 Bareyo;Hombres;2007;976
39011 Bareyo;Hombres;2006;975
39011 Bareyo;Hombres;2005;971
39011 Bareyo;Hombres;2004;928
39011 Bareyo;Hombres;2003;868
39011 Bareyo;Hombres;2002;859
39011 Bareyo;Hombres;2001;892
39011 Bareyo;Hombres;2000;874
39011 Bareyo;Hombres;1999;875
39011 Bareyo;Hombres;1998;841
39011 Bareyo;Hombres;1997;""
39011 Bareyo;Hombres;1996;864
39011 Bareyo;Mujeres;2023;1077
39011 Bareyo;Mujeres;2022;1068
39011 Bareyo;Mujeres;2021;1054
39011 Bareyo;Mujeres;2020;1001
39011 Bareyo;Mujeres;2019;965
39011 Bareyo;Mujeres;2018;967
39011 Bareyo;Mujeres;2017;973
39011 Bareyo;Mujeres;2016;983
39011 Bareyo;Mujeres;2015;999
39011 Bareyo;Mujeres;2014;1006
39011 Bareyo;Mujeres;2013;1001
39011 Bareyo;Mujeres;2012;1022
39011 Bareyo;Mujeres;2011;1029
39011 Bareyo;Mujeres;2010;1017
39011 Bareyo;Mujeres;2009;1002
39011 Bareyo;Mujeres;2008;984
39011 Bareyo;Mujeres;2007;952
39011 Bareyo;Mujeres;2006;920
39011 Bareyo;Mujeres;2005;912
39011 Bareyo;Mujeres;2004;882
39011 Bareyo;Mujeres;2003;834
39011 Bareyo;Mujeres;2002;831
39011 Bareyo;Mujeres;2001;838
39011 Bareyo;Mujeres;2000;834
39011 Bareyo;Mujeres;1999;839
39011 Bareyo;Mujeres;1998;813
39011 Bareyo;Mujeres;1997;""
39011 Bareyo;Mujeres;1996;840
39012 Cabezón de la Sal;Total;2023;8181
39012 Cabezón de la Sal;Total;2022;8208
39012 Cabezón de la Sal;Total;2021;8273
39012 Cabezón de la Sal;Total;2020;8358
39012 Cabezón de la Sal;Total;2019;8301
39012 Cabezón de la Sal;Total;2018;8349
39012 Cabezón de la Sal;Total;2017;8326
39012 Cabezón de la Sal;Total;2016;8345
39012 Cabezón de la Sal;Total;2015;8353
39012 Cabezón de la Sal;Total;2014;8369
39012 Cabezón de la Sal;Total;2013;8350
39012 Cabezón de la Sal;Total;2012;8234
39012 Cabezón de la Sal;Total;2011;8303
39012 Cabezón de la Sal;Total;2010;8322
39012 Cabezón de la Sal;Total;2009;8372
39012 Cabezón de la Sal;Total;2008;8234
39012 Cabezón de la Sal;Total;2007;8086
39012 Cabezón de la Sal;Total;2006;8032
39012 Cabezón de la Sal;Total;2005;7971
39012 Cabezón de la Sal;Total;2004;7921
39012 Cabezón de la Sal;Total;2003;7781
39012 Cabezón de la Sal;Total;2002;7639
39012 Cabezón de la Sal;Total;2001;7443
39012 Cabezón de la Sal;Total;2000;7182
39012 Cabezón de la Sal;Total;1999;6988
39012 Cabezón de la Sal;Total;1998;7089
39012 Cabezón de la Sal;Total;1997;""
39012 Cabezón de la Sal;Total;1996;7076
39012 Cabezón de la Sal;Hombres;2023;3909
39012 Cabezón de la Sal;Hombres;2022;3925
39012 Cabezón de la Sal;Hombres;2021;3953
39012 Cabezón de la Sal;Hombres;2020;4007
39012 Cabezón de la Sal;Hombres;2019;3983
39012 Cabezón de la Sal;Hombres;2018;4021
39012 Cabezón de la Sal;Hombres;2017;4042
39012 Cabezón de la Sal;Hombres;2016;4039
39012 Cabezón de la Sal;Hombres;2015;4047
39012 Cabezón de la Sal;Hombres;2014;4069
39012 Cabezón de la Sal;Hombres;2013;4047
39012 Cabezón de la Sal;Hombres;2012;4024
39012 Cabezón de la Sal;Hombres;2011;4065
39012 Cabezón de la Sal;Hombres;2010;4092
39012 Cabezón de la Sal;Hombres;2009;4105
39012 Cabezón de la Sal;Hombres;2008;4033
39012 Cabezón de la Sal;Hombres;2007;3964
39012 Cabezón de la Sal;Hombres;2006;3945
39012 Cabezón de la Sal;Hombres;2005;3936
39012 Cabezón de la Sal;Hombres;2004;3919
39012 Cabezón de la Sal;Hombres;2003;3842
39012 Cabezón de la Sal;Hombres;2002;3777
39012 Cabezón de la Sal;Hombres;2001;3675
39012 Cabezón de la Sal;Hombres;2000;3539
39012 Cabezón de la Sal;Hombres;1999;3450
39012 Cabezón de la Sal;Hombres;1998;3496
39012 Cabezón de la Sal;Hombres;1997;""
39012 Cabezón de la Sal;Hombres;1996;3491
39012 Cabezón de la Sal;Mujeres;2023;4272
39012 Cabezón de la Sal;Mujeres;2022;4283
39012 Cabezón de la Sal;Mujeres;2021;4320
39012 Cabezón de la Sal;Mujeres;2020;4351
39012 Cabezón de la Sal;Mujeres;2019;4318
39012 Cabezón de la Sal;Mujeres;2018;4328
39012 Cabezón de la Sal;Mujeres;2017;4284
39012 Cabezón de la Sal;Mujeres;2016;4306
39012 Cabezón de la Sal;Mujeres;2015;4306
39012 Cabezón de la Sal;Mujeres;2014;4300
39012 Cabezón de la Sal;Mujeres;2013;4303
39012 Cabezón de la Sal;Mujeres;2012;4210
39012 Cabezón de la Sal;Mujeres;2011;4238
39012 Cabezón de la Sal;Mujeres;2010;4230
39012 Cabezón de la Sal;Mujeres;2009;4267
39012 Cabezón de la Sal;Mujeres;2008;4201
39012 Cabezón de la Sal;Mujeres;2007;4122
39012 Cabezón de la Sal;Mujeres;2006;4087
39012 Cabezón de la Sal;Mujeres;2005;4035
39012 Cabezón de la Sal;Mujeres;2004;4002
39012 Cabezón de la Sal;Mujeres;2003;3939
39012 Cabezón de la Sal;Mujeres;2002;3862
39012 Cabezón de la Sal;Mujeres;2001;3768
39012 Cabezón de la Sal;Mujeres;2000;3643
39012 Cabezón de la Sal;Mujeres;1999;3538
39012 Cabezón de la Sal;Mujeres;1998;3593
39012 Cabezón de la Sal;Mujeres;1997;""
39012 Cabezón de la Sal;Mujeres;1996;3585
39013 Cabezón de Liébana;Total;2023;565
39013 Cabezón de Liébana;Total;2022;574
39013 Cabezón de Liébana;Total;2021;580
39013 Cabezón de Liébana;Total;2020;604
39013 Cabezón de Liébana;Total;2019;616
39013 Cabezón de Liébana;Total;2018;592
39013 Cabezón de Liébana;Total;2017;595
39013 Cabezón de Liébana;Total;2016;601
39013 Cabezón de Liébana;Total;2015;622
39013 Cabezón de Liébana;Total;2014;628
39013 Cabezón de Liébana;Total;2013;650
39013 Cabezón de Liébana;Total;2012;707
39013 Cabezón de Liébana;Total;2011;699
39013 Cabezón de Liébana;Total;2010;690
39013 Cabezón de Liébana;Total;2009;699
39013 Cabezón de Liébana;Total;2008;685
39013 Cabezón de Liébana;Total;2007;688
39013 Cabezón de Liébana;Total;2006;686
39013 Cabezón de Liébana;Total;2005;700
39013 Cabezón de Liébana;Total;2004;705
39013 Cabezón de Liébana;Total;2003;708
39013 Cabezón de Liébana;Total;2002;727
39013 Cabezón de Liébana;Total;2001;718
39013 Cabezón de Liébana;Total;2000;679
39013 Cabezón de Liébana;Total;1999;702
39013 Cabezón de Liébana;Total;1998;732
39013 Cabezón de Liébana;Total;1997;""
39013 Cabezón de Liébana;Total;1996;782
39013 Cabezón de Liébana;Hombres;2023;320
39013 Cabezón de Liébana;Hombres;2022;322
39013 Cabezón de Liébana;Hombres;2021;328
39013 Cabezón de Liébana;Hombres;2020;338
39013 Cabezón de Liébana;Hombres;2019;350
39013 Cabezón de Liébana;Hombres;2018;338
39013 Cabezón de Liébana;Hombres;2017;345
39013 Cabezón de Liébana;Hombres;2016;354
39013 Cabezón de Liébana;Hombres;2015;363
39013 Cabezón de Liébana;Hombres;2014;367
39013 Cabezón de Liébana;Hombres;2013;377
39013 Cabezón de Liébana;Hombres;2012;418
39013 Cabezón de Liébana;Hombres;2011;418
39013 Cabezón de Liébana;Hombres;2010;415
39013 Cabezón de Liébana;Hombres;2009;423
39013 Cabezón de Liébana;Hombres;2008;409
39013 Cabezón de Liébana;Hombres;2007;408
39013 Cabezón de Liébana;Hombres;2006;393
39013 Cabezón de Liébana;Hombres;2005;391
39013 Cabezón de Liébana;Hombres;2004;389
39013 Cabezón de Liébana;Hombres;2003;393
39013 Cabezón de Liébana;Hombres;2002;397
39013 Cabezón de Liébana;Hombres;2001;395
39013 Cabezón de Liébana;Hombres;2000;370
39013 Cabezón de Liébana;Hombres;1999;387
39013 Cabezón de Liébana;Hombres;1998;399
39013 Cabezón de Liébana;Hombres;1997;""
39013 Cabezón de Liébana;Hombres;1996;424
39013 Cabezón de Liébana;Mujeres;2023;245
39013 Cabezón de Liébana;Mujeres;2022;252
39013 Cabezón de Liébana;Mujeres;2021;252
39013 Cabezón de Liébana;Mujeres;2020;266
39013 Cabezón de Liébana;Mujeres;2019;266
39013 Cabezón de Liébana;Mujeres;2018;254
39013 Cabezón de Liébana;Mujeres;2017;250
39013 Cabezón de Liébana;Mujeres;2016;247
39013 Cabezón de Liébana;Mujeres;2015;259
39013 Cabezón de Liébana;Mujeres;2014;261
39013 Cabezón de Liébana;Mujeres;2013;273
39013 Cabezón de Liébana;Mujeres;2012;289
39013 Cabezón de Liébana;Mujeres;2011;281
39013 Cabezón de Liébana;Mujeres;2010;275
39013 Cabezón de Liébana;Mujeres;2009;276
39013 Cabezón de Liébana;Mujeres;2008;276
39013 Cabezón de Liébana;Mujeres;2007;280
39013 Cabezón de Liébana;Mujeres;2006;293
39013 Cabezón de Liébana;Mujeres;2005;309
39013 Cabezón de Liébana;Mujeres;2004;316
39013 Cabezón de Liébana;Mujeres;2003;315
39013 Cabezón de Liébana;Mujeres;2002;330
39013 Cabezón de Liébana;Mujeres;2001;323
39013 Cabezón de Liébana;Mujeres;2000;309
39013 Cabezón de Liébana;Mujeres;1999;315
39013 Cabezón de Liébana;Mujeres;1998;333
39013 Cabezón de Liébana;Mujeres;1997;""
39013 Cabezón de Liébana;Mujeres;1996;358
39014 Cabuérniga;Total;2023;995
39014 Cabuérniga;Total;2022;994
39014 Cabuérniga;Total;2021;985
39014 Cabuérniga;Total;2020;965
39014 Cabuérniga;Total;2019;1000
39014 Cabuérniga;Total;2018;999
39014 Cabuérniga;Total;2017;1001
39014 Cabuérniga;Total;2016;1012
39014 Cabuérniga;Total;2015;998
39014 Cabuérniga;Total;2014;1016
39014 Cabuérniga;Total;2013;1046
39014 Cabuérniga;Total;2012;1066
39014 Cabuérniga;Total;2011;1077
39014 Cabuérniga;Total;2010;1086
39014 Cabuérniga;Total;2009;1093
39014 Cabuérniga;Total;2008;1083
39014 Cabuérniga;Total;2007;1093
39014 Cabuérniga;Total;2006;1096
39014 Cabuérniga;Total;2005;1112
39014 Cabuérniga;Total;2004;1134
39014 Cabuérniga;Total;2003;1109
39014 Cabuérniga;Total;2002;1114
39014 Cabuérniga;Total;2001;1110
39014 Cabuérniga;Total;2000;1083
39014 Cabuérniga;Total;1999;1110
39014 Cabuérniga;Total;1998;1119
39014 Cabuérniga;Total;1997;""
39014 Cabuérniga;Total;1996;1152
39014 Cabuérniga;Hombres;2023;518
39014 Cabuérniga;Hombres;2022;524
39014 Cabuérniga;Hombres;2021;523
39014 Cabuérniga;Hombres;2020;520
39014 Cabuérniga;Hombres;2019;537
39014 Cabuérniga;Hombres;2018;546
39014 Cabuérniga;Hombres;2017;542
39014 Cabuérniga;Hombres;2016;556
39014 Cabuérniga;Hombres;2015;541
39014 Cabuérniga;Hombres;2014;545
39014 Cabuérniga;Hombres;2013;553
39014 Cabuérniga;Hombres;2012;561
39014 Cabuérniga;Hombres;2011;564
39014 Cabuérniga;Hombres;2010;567
39014 Cabuérniga;Hombres;2009;566
39014 Cabuérniga;Hombres;2008;570
39014 Cabuérniga;Hombres;2007;582
39014 Cabuérniga;Hombres;2006;582
39014 Cabuérniga;Hombres;2005;580
39014 Cabuérniga;Hombres;2004;588
39014 Cabuérniga;Hombres;2003;568
39014 Cabuérniga;Hombres;2002;576
39014 Cabuérniga;Hombres;2001;569
39014 Cabuérniga;Hombres;2000;551
39014 Cabuérniga;Hombres;1999;560
39014 Cabuérniga;Hombres;1998;568
39014 Cabuérniga;Hombres;1997;""
39014 Cabuérniga;Hombres;1996;582
39014 Cabuérniga;Mujeres;2023;477
